Area,Bedrooms,Age,DistanceCity,Price
2570,5,37,3,890854.5068911392
4476,4,43,20,1214725.6209843284
2281,1,31,13,551882.3573975835
838,3,47,19,114093.67760880441
2016,4,44,3,700859.0751394626
3370,5,43,18,1053896.552123711
4082,1,40,2,1169771.8774061427
1414,4,3,13,556441.9963498996
3790,1,33,8,1025334.2767113147
1946,5,33,16,603775.4223403039
1879,2,1,1,667193.9561444666
1983,4,27,7,719265.3405013984
2574,5,46,9,849089.4790625027
1300,2,0,16,323428.68441341794
1746,2,22,17,456055.96858461
3237,5,37,11,990468.450342148
3995,3,36,6,1251002.464938623
3757,5,18,7,1301397.4703355925
4377,1,26,18,1166308.9323182285
1481,3,42,3,525463.5764472582
2976,2,11,10,888869.3359982385
2588,4,0,15,959006.8855331383
3452,2,12,5,1079285.1408294172
1511,4,46,25,275529.6787254107
3964,4,0,1,1378231.7179264065
3250,5,44,26,851000.9527765568
2626,5,9,14,855648.0653364923
4361,2,13,12,1240101.7632046302
3091,5,39,10,1036798.857794904
1973,2,21,18,390745.863233699
3021,5,45,16,831881.9195564352
1665,5,36,4,574773.2869902382
3822,4,19,26,1041355.3997518116
1109,3,46,25,64809.747309051134
2683,5,27,14,834155.8994409046
3031,5,11,19,1011562.1610502067
3361,2,15,2,1069249.015550236
2155,4,0,28,512091.0450093451
2255,4,17,22,638585.8966698415
545,3,3,24,131374.1893910297
1759,3,5,9,578951.1440544226
3732,3,48,16,983672.5016674765
1951,5,43,17,576766.8895611236
2618,2,34,25,493012.19930250157
3067,1,11,5,844048.5249493177
2492,2,26,27,492723.6136742833
3623,4,28,8,1118038.54950062
2840,3,42,12,781297.770229109
1988,1,16,8,483163.2509817338
2073,4,36,29,496680.59681815095
2927,3,39,7,892112.5043498672
2266,1,26,20,461991.68691607326
4049,2,5,3,1275106.65783384
2809,4,35,2,931761.6867498296
2904,5,44,7,890301.4054176915
1942,1,6,14,453398.6300413319
2476,1,42,28,360271.44619283866
4473,2,19,21,1168133.494693976
2990,2,9,23,739424.7981360266
1225,4,14,20,288737.34921053017
4303,5,14,11,1413579.6305469442
4881,3,22,22,1396207.0863170049
4327,1,9,20,1225309.045986892
4119,1,3,2,1292643.265051187
3387,4,32,27,940222.2153025453
997,3,11,17,248797.93324370836
4476,3,8,13,1287776.9724459522
1204,3,26,10,298981.8288823634
4627,4,10,29,1266237.4258445685
4181,1,31,2,1214728.7366534267
4638,2,14,22,1290878.7400946696
2416,1,6,9,647693.2861351755
1874,2,25,25,365181.2218869466
2345,2,7,9,701550.4241401781
1936,4,4,10,604767.4236729617
3590,3,1,13,1115367.1696581477
1870,4,1,28,433466.9575473445
2428,2,9,21,564055.6645137883
2136,1,16,8,578559.028705232
591,2,12,24,-21145.487775875452
2343,4,8,12,816215.5278256652
684,1,15,2,251700.10774346162
2071,3,6,7,670853.0024338808
1331,4,11,18,410067.1131187763
4940,5,3,24,1570978.1727987346
2625,2,30,3,748303.4736447618
4762,3,31,24,1277821.879261384
763,3,35,4,208600.12848567576
1786,1,2,21,384426.2973833807
2029,4,40,15,473136.38623703946
2308,2,6,6,728415.2687775209
2377,5,1,16,835199.9668475378
2249,2,10,16,578523.2906373356
2409,4,49,14,689839.3126761108
3123,3,6,12,899554.4502985637
1697,5,46,1,665269.0420475319
2978,1,19,22,730503.735824332
3010,4,21,14,981563.229585452
600,2,21,26,-44533.62069114828
3587,4,24,14,1039943.7690050665
2419,1,17,17,498333.3836062261
2791,2,9,1,970126.8960817658
3820,5,49,6,1208537.2497935945
604,2,36,25,-67864.75952892113
1193,2,11,28,43742.617189309574
3740,1,28,10,999980.2592324306
3991,2,2,21,1222516.143689373
3892,4,25,29,1122425.0730548406
2768,3,16,15,800859.2541803956
4283,1,19,26,1104864.9113448607
4012,1,35,25,900356.4806107099
1389,1,34,4,435200.34151824354
1289,4,19,23,329514.90679414815
1158,4,38,29,215756.93040472755
1518,4,13,2,582440.9260065301
2453,4,41,12,759838.4189220446
1690,2,40,22,460093.8820267952
4206,1,12,7,1269723.7454926344
4157,1,39,26,931590.4073040764
2796,5,27,24,686574.0991029674
1274,3,36,23,195155.71786110275
3311,2,31,7,966128.8271704923
1880,3,1,2,663402.9599012107
3682,2,35,5,1091033.3967372489
4829,2,13,28,1233655.7040051867
3597,2,25,13,1050314.9829417525
1904,1,1,14,388173.5521681317
4301,3,10,11,1304718.0285354895
1869,3,8,16,555247.8620708702
2564,4,49,16,583900.1410211421
2792,3,35,8,786317.6390992885
3265,4,6,18,1047044.3822314861
3317,5,34,19,983643.8878127929
1216,4,16,7,486264.3009448546
4540,2,25,18,1190247.9968923891
2211,1,28,24,359314.0786103399
1725,2,37,6,482550.11574071867
508,5,32,9,319459.43469476193
1097,1,10,17,167507.81037573324
4618,5,33,11,1456501.7626439503
2108,2,5,3,711534.8279293524
3531,1,17,9,1031587.9817548643
4167,5,30,15,1326276.356920652
2746,4,14,5,993424.6918587763
4126,3,29,27,993495.617741459
4571,2,42,21,1183612.779821435
3322,4,12,9,1075714.6972893635
591,5,4,15,241593.55310944482
1350,5,19,22,367431.2836417081
1607,1,39,1,505088.2397149741
799,4,46,1,285451.3979783719
2843,5,17,28,687978.3884566149
1977,1,42,23,294087.84815972357
1582,3,1,27,287909.705121893
3456,3,11,14,1065062.4794464952
3418,1,19,1,1019759.280556209
1865,4,48,1,689985.8533941533
3300,1,23,24,718559.505513646
4036,1,8,20,999858.1869213147
4451,4,45,6,1450389.4447614562
2609,3,34,1,864162.5982762948
1275,5,30,9,479133.61050030723
1952,3,44,23,401456.4686855905
2181,4,46,8,632691.1188318528
2803,2,28,29,572678.375276756
2351,4,28,18,684365.4801658799
2397,3,3,2,922232.8591053773
3918,3,39,16,1107542.017681312
4097,4,49,8,1172124.4879491779
1827,4,13,25,481102.5203362675
1114,4,27,10,400605.95275793807
744,3,32,3,352287.21622535866
1256,1,39,16,222266.52659278404
1323,2,7,26,204521.09803867404
3327,1,0,24,813170.8762883946
4307,3,3,8,1328017.5964883002
3279,1,28,11,874366.8283816044
2346,4,34,5,925683.5105115031
1740,5,17,24,527541.943584126
973,4,37,4,264949.7127416231
4631,2,43,5,1351386.8043293224
3749,4,49,26,1028540.3547586809
2292,5,35,20,698630.9056562468
2234,3,39,6,702111.9353321472
4442,1,18,21,1165151.0020058258
1444,4,48,11,418507.054060769
2011,1,20,6,552634.8339516637
4581,2,15,15,1282641.5458122557
1358,1,5,26,184284.35203599284
4060,2,25,7,1184583.9235210964
729,2,0,3,305355.2661009613
2917,4,17,8,1034221.2748632568
677,5,42,18,114139.60367528132
4428,1,0,5,1339119.2364915884
3115,2,26,9,919468.2766903559
2113,2,18,13,595650.0330184526
3340,2,34,14,852288.1165931895
3447,3,25,26,848726.6764644082
2274,1,14,27,482785.2595509705
4371,1,5,10,1261160.5066079416
581,2,30,23,-21587.074262480015
1345,1,33,11,259219.34173818326
3309,1,48,4,931205.760788479
1716,3,45,13,439734.90055413486
3760,2,16,18,1065839.8654152192
3645,1,2,9,1005143.3119463285
2763,5,42,2,959864.0413251357
2837,2,19,14,837346.733883294
944,1,1,25,83823.50219932837
1422,3,36,25,184581.4687239123
4788,5,8,2,1734327.7609244352
4884,4,22,18,1454683.1211054523
3130,4,32,18,928483.0409791956
1667,5,46,10,519149.0565491064
4463,4,38,23,1206012.0923670596
3941,5,30,2,1338617.7519166805
4012,1,18,21,966268.4364755327
1395,4,41,1,506424.5688222889
4222,4,3,24,1170032.8182028069
2560,5,46,29,542479.7901200264
3534,1,33,25,725707.5869989052
2887,1,14,16,684495.7469419597
2397,2,28,23,510661.91327559407
2299,2,42,4,642188.1343822293
4907,1,49,13,1309338.802311554
3280,5,5,13,1167001.036498204
1627,3,45,3,499890.8932110081
838,3,40,17,118361.04045431834
4954,2,6,26,1375215.8596808056
1672,4,26,6,590106.2513292424
3308,3,24,27,821072.7226744106
3529,4,0,25,1051948.007865598
2589,4,8,4,877524.9396723266
4797,1,21,13,1289580.1988036227
3517,3,21,18,978370.6906994261
948,3,1,21,302073.07591838297
1293,4,5,14,339832.370559513
936,4,48,2,371265.8804108236
2120,1,28,22,369184.99270740256
4001,5,0,1,1359883.7732017543
3419,3,16,19,919995.1606992126
4808,3,46,27,1230232.3684439375
1448,1,31,20,223924.13914241083
4444,1,43,23,1035790.8921767283
1627,5,36,26,434163.01677907543
691,4,37,21,35888.45289438707
4512,3,3,5,1421869.554900796
4260,4,4,6,1450432.7288015666
4230,3,49,12,1231291.6335793291
1903,1,22,26,424378.1188139814
2490,1,41,20,552346.7495906655
1604,1,16,4,391469.9024130744
1048,5,33,14,408334.65590421256
3948,3,23,21,1055368.1532401904
2361,1,41,23,522340.99597426294
4749,5,49,11,1529848.2918593506
1070,4,48,3,322592.12605654483
2284,5,47,14,714936.9816195447
2787,5,33,8,927368.1111325666
2921,2,34,25,642482.7632016265
4472,4,5,17,1450014.2309277006
1304,2,37,15,273358.6501670183
1298,3,2,7,512499.4944750552
3775,5,45,3,1294902.1759387662
1110,5,15,7,472395.07601310563
2306,5,28,10,796999.8498498626
4738,5,9,6,1512420.3311930287
3760,2,28,21,938697.9065893856
4867,3,30,12,1424928.229690038
3871,2,2,25,1000695.9085029311
2973,5,38,5,1007183.0769783646
2593,3,45,28,525097.7926196514
2642,4,21,28,659527.168885148
4501,2,46,4,1244243.1834132492
3580,1,0,1,1210963.531884081
1932,4,30,6,594193.1351124152
3017,4,4,19,889095.9008342891
3357,5,26,17,1065405.9060150282
1005,5,37,22,322255.07509105135
1596,4,19,2,686859.9894541177
4679,2,0,2,1493032.9139246899
4654,3,42,15,1265265.067496512
1544,2,22,20,387896.2930469303
2704,2,3,11,788579.0500349754
4402,4,29,29,1103870.0859919423
1852,2,3,22,428041.22533857584
2096,3,6,3,720425.5464560798
1075,4,27,14,288185.13007872755
1179,2,40,28,102961.51735598067
4798,5,30,6,1464003.2009429967
4212,2,16,26,995746.7169643664
4328,4,13,16,1315884.8370688073
1629,4,18,3,591434.3732294366
4404,5,6,23,1322108.3872884398
3693,4,46,10,1197996.0184618558
817,1,22,12,135645.7667727074
4196,4,1,6,1319788.7798734973
3496,2,11,19,978458.2077676111
4094,3,47,12,1153924.8710993074
3709,2,42,27,930490.8546764938
3042,4,10,1,1090924.2247045028
1178,1,28,26,121193.59354255525
2389,2,34,12,667704.6875927718
2143,3,27,5,671913.8972558709
1334,2,31,24,125861.31303253668
2741,5,6,26,877792.421716375
2855,1,16,15,761114.5273290594
2168,4,1,2,850160.3818320374
3053,2,21,22,718982.587118713
780,2,27,23,-4079.4798602491574
3262,2,1,28,782429.1873149034
1746,2,27,18,448712.43161669903
2272,3,19,20,637888.8281873191
2664,5,10,9,847949.9125925632
691,5,44,18,229004.08894611133
3335,1,20,29,658217.3046607126
3165,1,17,20,761059.1715357344
3063,3,30,17,825121.7035520547
806,5,2,25,381919.8987918604
1031,1,35,11,97862.13760858867
4717,4,40,4,1446250.2715688895
3196,5,41,12,899488.9143134895
558,2,18,8,177208.89279778232
2073,5,47,28,586918.1287639921
1640,4,6,3,703746.5286790305
2310,2,29,1,637301.3754686234
3698,5,10,29,1057844.9499120235
3976,2,10,8,1244388.0729516621
4994,2,16,11,1440198.1898161194
3062,3,31,20,746776.797163928
3352,4,3,28,965290.0872177468
1441,3,5,20,388861.35596244346
2274,5,29,15,794052.84262096
1921,2,42,24,392396.14972152933
935,5,40,16,454808.8869287159
1339,5,45,5,560845.3621368947
4501,3,12,4,1423595.409068692
4955,5,0,27,1395143.8826774778
3181,4,10,4,1060473.1364114073
2150,2,15,17,542150.5602406185
1745,1,44,14,365208.46216753457
2761,4,48,1,976560.8627637372
1415,1,41,9,216397.96480644806
3139,1,24,12,899918.5044426975
4389,3,45,8,1270907.2942996637
4981,1,1,3,1468140.968607499
1826,2,26,7,618158.0584080475
3858,3,47,23,911673.3771973324
2085,4,19,1,715209.2905333197
3868,4,29,1,1248482.359989348
888,4,16,14,282479.3605165005
3291,5,24,26,995081.1311737562
3832,3,43,14,1132333.7680719895
1203,3,15,7,472785.9445194377
3320,3,20,7,1033502.216036994
1559,2,17,5,477794.2399050756
4674,3,9,12,1426851.403781593
1798,2,45,28,291266.0646202778
1801,4,5,22,519163.4512166066
1173,5,16,4,569281.4934040831
2859,1,11,1,900226.4404373713
4799,5,41,27,1346939.9344382992
4612,5,32,1,1530935.9106850286
4082,5,35,3,1422214.1275273676
1516,1,29,20,219830.8546375223
709,2,22,18,94791.45974134112
998,4,2,3,420989.1449469971
928,1,8,5,222212.15668363555
4139,4,2,14,1215329.3305229982
3651,2,45,26,808084.213757034
2605,4,8,11,847435.5277173279
2053,2,18,9,572098.8185808818
3706,1,21,21,960268.7655630049
3069,1,13,2,898772.9922175066
3128,4,49,27,783748.5836624359
2376,4,30,23,634182.4849346258
1567,5,47,4,575429.1693221534
2006,5,33,29,482606.1956720638
3513,4,22,10,1128052.3354115437
2167,5,32,7,710781.6600340792
4566,4,40,19,1341790.9797269532
1447,3,27,7,429655.79684730846
4889,5,20,27,1428735.812649775
1671,4,25,2,629785.6705557852
671,3,9,5,353697.1979114967
1643,5,22,8,632438.856047117
2359,1,2,8,756700.521597769
2688,4,9,9,910596.5437058295
2993,1,44,26,623249.747849991
4077,5,39,9,1257717.3871815035
688,3,0,19,196553.97351979496
4576,4,27,3,1528999.6086551787
657,3,12,6,208388.33093329612
3217,1,38,29,586813.2462844714
2470,4,46,25,695872.5501208262
745,1,42,18,18072.641732056698
3403,1,13,11,952974.375474021
3295,3,37,12,1008074.8315738104
4324,5,0,10,1444904.800591675
2877,1,1,29,581251.1574888264
1349,1,5,28,141683.7903888451
2310,2,17,19,614254.0458491371
4486,3,17,3,1359075.7485194895
2626,1,21,7,726437.6278772743
4764,2,46,26,1152980.6737537512
3530,3,11,13,1083294.8275167465
2807,4,10,3,1030130.726626351
3576,5,8,19,1182981.71011907
2844,3,46,28,638148.4611329606
1119,1,27,19,175224.2683118646
3402,2,41,3,951312.938578644
2907,2,38,5,807934.2662143382
4952,4,18,13,1584989.9387738924
3504,2,19,9,970659.252607832
4414,1,3,28,1203109.862491246
2986,3,26,28,690355.6751972161
3902,4,0,29,1082568.8951349764
4096,5,26,21,1240900.268183446
2177,5,45,19,575321.7542788312
4539,1,40,12,1234650.1717533837
1804,4,49,26,433671.40339962376
4593,4,27,2,1475371.9037882271
2463,1,34,20,483623.4014197182
3807,4,38,16,1163147.0159181007
1861,2,0,22,389923.9974844999
4794,2,46,1,1401822.7841241201
2287,1,2,24,541665.9260866286
1573,1,3,24,312865.53886943584
1665,2,26,8,525005.0022666757
4099,3,36,22,1036690.3103151032
3217,1,22,15,771348.3910458704
3653,2,26,15,1011306.2399540861
4626,3,24,28,1236303.753479596
3555,3,17,4,1152068.4119558812
1159,2,37,18,247838.35019939597
3082,2,1,22,802737.4953476224
1629,4,9,2,656882.660691235
2774,3,43,25,709308.4226762392
4966,5,33,25,1382214.6330646665
1968,4,25,28,475881.6024460916
2602,4,26,2,926848.5771624723
3766,3,31,21,976299.9655235026
2971,3,36,27,699944.4106045727
1651,3,10,1,614008.3467181292
592,1,48,29,-189489.36729893423
3066,2,28,24,658650.1834305855
1781,2,12,25,318199.7752661695
3400,2,7,13,976392.851676179
3299,3,23,13,940464.2869268191
3677,4,28,4,1137801.2130606354
3104,3,0,13,1034921.592992595
4381,3,12,14,1303688.768061278
2913,4,24,5,972670.4378508945
2044,5,36,26,457579.68276319193
4030,1,6,21,1086872.5823197898
3146,5,21,10,1129748.6303241577
2558,3,32,15,720006.111538367
1645,2,46,14,344324.9526935364
1410,2,14,17,322805.6542650235
3806,4,2,2,1300674.33215198
2066,3,7,2,706510.3425880574
2895,4,38,16,817619.3258312142
3505,4,47,25,933693.356551691
4748,1,0,7,1422929.9379036897
591,4,11,2,457126.7211514578
4492,3,30,22,1279959.9134042065
830,1,27,26,-115022.77308726055
1454,2,18,29,250582.4161058303
4280,1,17,26,1177301.455899789
3101,3,12,29,820188.4374283238
3477,5,34,20,989799.9972226294
4789,1,37,20,1257580.3486861123
1029,5,21,10,402204.97616721067
3392,1,40,1,923693.238577777
1766,1,40,9,416927.2461482866
1973,4,12,19,646398.9099402799
2097,5,35,22,649664.9063351192
3025,5,40,27,796677.4772376133
4261,1,46,17,1040234.8963017584
3242,3,46,21,896814.7895241105
4925,3,5,2,1660431.4080017896
969,5,7,16,348505.41521398077
4330,4,23,23,1189461.6370987215
1033,4,36,24,202843.96444204033
4555,3,15,11,1340600.2858709486
4179,4,18,10,1394856.247150741
4587,1,37,10,1240660.3946024473
1261,1,45,21,216512.7518677104
1390,5,47,28,242953.6541678031
2855,2,2,25,650231.9328560479
2455,3,21,22,628168.3300241209
3471,3,35,3,1099583.001644852
2172,2,21,15,558484.2180969464
3336,4,22,19,926378.3530829411
4144,1,0,4,1242201.5076472394
2797,1,21,15,672197.7013536178
4561,3,15,23,1175842.6265130967
3666,3,41,22,921183.5498723065
1819,4,45,4,600236.9043252984
683,4,2,22,105569.83530741833
1783,3,1,19,537252.946907767
3346,4,38,9,1122369.4060183296
2733,2,9,11,793869.7058815084
4588,1,35,8,1208924.718329957
1932,3,38,1,632484.08140467
3640,2,39,22,886939.4622136981
2296,2,15,15,619697.052173858
2555,5,12,2,1062904.8816358068
3836,3,33,15,1030872.0122567313
1282,5,41,29,278606.349211219
2007,2,21,15,550541.0525436617
4354,3,18,11,1348039.5256965847
1176,5,17,18,444459.35297475726
2330,1,47,10,554897.2096848707
4590,3,9,23,1277857.4126232394
4806,5,18,19,1474850.656837023
1860,4,26,17,536190.5531252018
3186,3,44,27,709316.1345793183
690,4,13,29,101407.0576133548
1342,3,11,10,456039.93233454775
834,5,44,25,134935.363814798
1610,5,11,27,464867.7100466829
1078,3,21,22,174526.5328738989
561,2,8,17,65685.10636536141
886,5,34,25,189898.4741320907
1669,3,44,15,466466.8203534364
2700,3,13,3,919561.8255070117
2183,1,23,9,610066.4427911296
986,4,2,2,484099.81001485547
4232,1,35,1,1264725.391030394
1040,4,47,23,175578.0468285672
2560,4,25,10,819162.1427009705
4746,1,45,29,1144410.1292380674
1738,2,45,2,436469.22981797607
1490,3,25,14,407284.44912619627
4967,5,39,19,1481127.5952518245
2799,3,45,7,855639.119438461
4407,1,34,1,1303741.7279102395
4788,2,6,8,1448868.1548097287
1580,5,28,7,547152.662965489
697,5,4,14,284790.48165063054
2694,2,29,3,884052.9158474735
2098,5,11,12,819660.9485599465
2100,5,24,14,727300.7659756365
4192,2,13,21,1082634.2508896582
4365,1,48,11,1197293.8927170734
1183,1,30,28,100317.26903080632
3583,5,42,18,1023466.5839096847
4489,1,47,2,1282235.3400946318
832,1,46,9,279496.2949694524
2271,5,11,26,679328.7531659751
4700,5,2,2,1624999.0319358925
3221,1,24,15,771311.1453194848
1306,4,44,9,420081.9036074432
1564,2,22,28,281443.9049060352
1388,1,29,11,428827.92623727396
3423,1,4,29,820641.8248993753
820,4,32,21,191312.72744258435
4457,3,39,1,1455017.1826643003
2882,3,11,20,704937.539324054
3731,2,48,26,797007.9959217492
2811,5,29,20,836032.7001890216
4101,1,16,9,1172610.725329992
2000,4,14,16,490732.12206113443
2068,5,42,19,702775.3446101608
3781,5,2,26,1080323.0729640492
2019,3,42,29,315054.6087129278
2418,1,10,8,706140.8562606836
4589,2,13,27,1292593.1329886601
2365,4,16,10,676453.8134535042
1905,1,31,15,443424.5506797396
3223,5,34,15,894610.97402928
504,5,29,18,173872.48896642317
1668,2,4,19,284311.4958188303
2898,3,12,24,708237.7741395882
3130,2,33,13,854169.9177745495
847,2,20,14,224430.5666890334
4720,1,25,12,1339309.298498308
2313,3,37,7,742617.0338665508
3842,5,5,7,1310380.1512194735
3074,3,3,4,1008321.3362548641
4325,1,17,16,1174798.2164011772
552,1,30,28,-136352.6381963245
648,2,23,4,210758.64420969153
1002,1,8,15,187446.84837389927
1369,3,26,3,530466.5439557555
4021,2,7,12,1166529.951831848
4814,2,25,28,1231519.18286057
4371,2,12,26,1122499.5030905444
1800,3,44,12,376919.00274493324
2999,2,48,17,756675.3013504128
4533,4,4,4,1467055.303261662
3789,4,18,26,1041398.328689781
4353,3,46,11,1245199.0457956737
2951,5,13,1,1122789.9345901064
4885,5,44,26,1300508.425107044
838,2,36,8,270851.28089188464
3324,3,31,23,871269.5286538767
2193,2,14,14,578977.5718819263
1486,2,26,11,388578.52052833996
3990,4,16,22,1201834.6496999979
3233,1,33,9,866740.4494792302
4267,3,26,10,1277100.9211409327
4576,1,26,9,1287189.378760657
2506,4,7,4,941402.1055816249
3607,1,47,22,794753.5183347925
4968,4,25,17,1479842.6485355168
3830,5,37,8,1255726.571223548
3541,4,13,6,1205206.351750158
1030,3,8,12,372673.2549598171
1423,5,11,20,458810.0752504339
4618,2,14,9,1343827.9757543243
740,3,33,8,259939.34341941358
2396,3,44,20,502351.82481195603
3824,3,21,20,1001326.1389572255
1313,1,11,29,81234.7295712836
1282,1,24,4,310785.0344673943
4555,2,32,1,1322953.6311560483
507,1,47,11,45948.87696014033
4273,3,41,3,1302778.2477906907
3639,4,43,9,1029503.2599945457
4289,2,39,11,1138528.9827994464
4551,2,3,28,1194992.5095082428
1017,3,4,3,335416.8830349315
3690,5,15,16,1172272.9337107115
3602,1,45,6,979050.2058484424
3216,5,44,21,909392.346586873
1078,3,3,9,376967.13060111675
4982,5,18,18,1473561.0004652978
2365,3,43,20,547081.6794130933
1876,1,12,19,335000.00797652366
3438,1,2,26,778832.6050907897
1405,2,4,29,190780.77314731065
1464,5,14,14,490850.34691638814
2476,5,26,24,682372.2011763412
2387,5,32,3,885922.9559335047
2947,5,19,13,959311.7300086395
1491,4,40,28,267504.7513448968
4056,2,33,7,1136364.9846958907
4459,2,16,12,1241764.1724550577
4104,4,40,1,1356848.1534415626
1583,5,6,9,605661.2513152328
934,4,43,1,376021.38944946986
520,5,36,11,295558.12895339704
3422,4,43,4,1042359.6468530213
2425,2,39,19,526750.6765180642
1972,4,36,24,547714.8979799657
1599,3,14,6,532666.4821358997
3137,5,33,27,852370.392281668
889,4,2,23,329699.5952421791
3913,5,1,2,1522565.901079245
3115,1,42,22,742343.579115054
1854,5,37,3,679961.0597035387
505,4,33,7,230674.97619629581
690,5,34,13,183428.04882837588
647,3,47,28,-24762.180353569485
4853,3,19,8,1503021.5805656977
4050,4,49,24,1064604.276230702
4605,4,16,27,1281496.520770992
1610,5,30,27,489932.802752323
4333,2,16,17,1183435.405864026
1124,3,9,9,387263.3761391538
4625,3,22,21,1291350.813352215
2675,1,29,27,557233.6178391298
3649,1,36,6,1010416.8991305094
1578,2,43,2,458013.67441505106
4051,3,1,9,1322798.0957447016
2852,4,40,17,793893.0055011131
1045,3,5,12,312820.1436423019
1695,4,38,6,583813.3005695965
2569,4,12,11,834743.4629985394
3858,2,40,1,1162140.7977191138
2938,3,23,3,994527.2303276921
1116,5,2,10,448956.8932926033
4744,3,28,21,1263441.5768790543
3843,3,15,20,1096746.6480523972
2311,1,23,10,629921.645279372
671,2,3,19,111042.07061286553
4642,5,6,11,1465472.757099717
1125,5,48,27,334458.27137346606
4563,5,19,17,1433951.7397644336
2754,4,14,29,729290.9657753991
952,2,8,20,112126.7492174773
1918,1,38,8,448130.34011491545
1253,4,34,15,383934.6367565891
3872,5,2,13,1308169.1180250384
3223,4,24,8,1014559.0356627136
3510,4,2,23,1114340.9235360692
3411,5,14,19,1080218.7095854795
1725,5,10,1,707860.4392687912
667,1,23,21,-39967.803415650786
4185,2,5,24,1065322.5466549245
585,3,20,9,142993.49718838386
2177,3,13,7,705366.8454791901
2482,3,26,24,617789.7220227168
1986,1,12,1,689107.7200508366
941,4,22,18,295593.46318433515
770,5,1,17,368042.1470434899
843,2,44,4,199727.86862029665
1706,3,30,3,590028.2590923752
3581,2,12,3,1120640.9651953606
1757,2,15,21,329525.6462323791
2791,5,0,1,1109179.8276635888
2032,1,1,27,443211.85019627097
3922,5,31,29,1046604.2833874106
4862,1,1,7,1496355.5415469734
2153,4,3,3,832449.9855612164
738,2,1,17,138168.00611928126
1414,3,3,2,581018.805008367
1938,2,12,19,542517.108493367
3516,5,44,26,1051196.2390565362
1960,1,0,16,487288.146331441
3579,4,2,12,1205253.3614812298
2758,4,14,28,799550.7615318091
866,1,2,4,268737.51882147853
3491,1,32,16,899180.1402471302
4241,1,13,13,1079566.2183208428
585,4,9,20,121180.34801419229
2993,2,22,9,865262.8167540616
631,2,42,21,-82065.0254827114
1403,4,7,1,568749.974326161
3956,3,0,1,1390821.1198453414
1721,5,44,1,667822.4335127504
2263,4,27,24,650994.7639875505
3304,3,10,5,1102208.6859788988
1726,5,8,2,662368.8852543372
1784,2,42,17,342307.72820509924
1189,1,10,25,137437.34253298418
4935,5,40,25,1423467.6192980672
2496,1,0,18,635132.3422645155
4881,3,39,12,1400521.0425026603
1609,4,2,28,384833.18426609685
929,4,22,15,311805.0541089032
4626,1,49,3,1237054.1711302665
4281,5,18,14,1310534.0029015525
1102,5,44,29,224956.27832973277
939,3,8,21,178458.76968831796
1484,4,36,2,571738.0945378812
2418,1,5,2,752182.3187463213
1027,2,15,10,182120.95940739976
4905,4,44,24,1304082.989496789
3496,4,18,16,1098273.6160765048
3967,3,18,11,1159707.1856380077
1861,4,42,28,462038.91515950894
1203,3,39,29,95405.42049501243
1162,3,2,19,391957.1740517855
864,2,43,1,246179.75993897318
1422,5,12,28,410414.14242269436
4356,4,25,27,1222031.5824039304
675,3,19,12,272905.28323536634
1435,3,22,1,537505.9369475542
881,5,40,7,398202.7377324001
805,5,46,29,87109.91024884864
2890,3,18,17,801181.2500548967
2703,4,30,19,732647.4027631921
1965,4,5,25,505800.90232752304
3771,4,34,23,892433.5346615189
902,5,5,14,362091.4248921029
3170,4,16,14,978758.5226813683
2301,4,0,26,552502.2814965307
3150,4,27,19,949192.4990080345
676,5,43,26,67632.62461824933
1242,1,30,16,204914.29914875646
2848,1,43,7,787313.5978917761
4902,4,15,24,1380552.1123535042
1250,1,3,11,315169.0027710401
1368,4,2,1,597677.1747733742
4562,5,6,21,1408681.0853317163
4467,4,22,26,1242633.194397526
713,2,3,25,51787.70844754163
2117,3,19,26,439981.7141049318
3030,5,12,11,1087403.5295769991
3833,2,7,3,1212224.6140340723
2097,2,35,29,349546.8594035382
1011,3,33,20,116248.59041871245
752,2,3,25,121061.18752048432
4633,3,25,6,1377546.6091543583
1128,4,34,7,423285.6575523729
3976,5,19,23,1164452.898820653
1486,5,9,4,670434.2746161977
2225,5,5,11,875780.205703104
2593,3,29,18,640295.5934522776
2201,3,2,14,610288.4536941686
804,2,19,12,203131.2688437373
4578,5,45,15,1443661.2383345223
2780,2,2,22,694416.855171791
4840,4,15,6,1561200.5033452956
3307,2,3,13,886272.0964651937
3386,5,41,26,974979.6543553462
3954,3,39,25,1011470.1206957899
1524,2,38,3,500904.7736614918
4812,2,16,3,1496228.8353135316
3475,3,47,23,860193.6122324519
1006,3,28,14,306668.1242291035
3451,5,3,18,1108006.6869185017
1553,4,9,10,482306.3723785344
3174,5,42,26,901362.4417538865
3067,2,8,1,1063810.0508094006
2404,5,10,29,624856.2223780663
4870,5,0,23,1476888.8442334542
3394,3,30,23,978668.6278978889
1600,4,16,1,621460.5439658809
4161,4,49,20,1097892.5773597336
2136,5,35,8,711242.9254877643
1955,3,46,8,550109.0310358913
4113,3,17,28,1126998.7728081318
538,2,6,15,77938.66551713084
3584,1,25,12,994151.9335466316
4739,2,23,23,1263591.0539863822
3231,2,32,3,978478.7668929624
2915,2,25,20,725350.4074267081
1258,1,28,5,208599.21077995017
4842,3,23,21,1371719.346209499
3616,3,45,1,1192763.2775836005
1264,4,11,3,497546.16886622435
2922,4,27,22,862005.2280739519
1814,5,25,13,593625.3156429313
